country,region_id,cal_region2,year,EM_ID,ibtracsID,emdat_impact,reference_year,emdat_impact_scaled,climada_impact,v_thresh,v_half,scale,log_ratio,unique_ID,Associated_disaster,Surge,Rain,Flood,Slide,Other,OtherThanSurge
AUS,36,OC,1996,1996-0318,1996095S09133,46700000.0,2014,170904206.6,171420113.95181713,25.7,46.70000000000029,1.0,0.0030141460096880564,1996-0318AUS,False,False,False,False,False,False,False
VGB,92,NA1,1996,1996-0325,1996187N10326,2000000.0,2014,2000000.0,2002311.6400551063,25.7,152.90000000000182,1.0,0.0011551525818337457,1996-0325VGB,False,False,False,False,False,False,False
TWN,158,WP4,1996,1996-0371,1996201N07137,200000000.0,2014,362513538.35325783,362428033.82810813,25.7,320.7000000000042,1.0,-0.00023589356391556538,1996-0371TWN,False,False,False,False,False,False,False
MDG,450,SI,1997,1997-0013,1997018S11059,50000000.0,2014,150510277.2,150241893.50964957,25.7,33.90000000000012,1.0,-0.0017847502876411584,1997-0013MDG,False,False,False,False,False,False,False
FJI,242,OC,1997,1997-0039,1997061S08171,27000000.0,2014,57809242.36,57890816.15948883,25.7,119.80000000000132,1.0,0.0014100911278550317,1997-0039FJI,False,False,False,False,False,False,False
CHN,156,WP3,1997,1997-0168,1997210N15120,579700000.0,2014,6319265945.0,6307948842.790779,25.7,105.60000000000113,1.0,-0.0017924942957889389,1997-0168CHN,True,False,False,False,True,False,True
JPN,392,WP4,1997,1997-0180,1997217N06168,100000000.0,2014,109868789.5,111620908.9613522,25.7,30.600000000000072,1.0,0.015821557596850545,1997-0180JPN,False,False,False,False,False,False,False
MEX,484,NA1,1997,1997-0243,1997279N12263,447800000.0,2014,1176350687.0,1176239750.48138,25.7,66.70000000000059,1.0,-9.431009914416653e-05,1997-0243MEX,False,False,False,False,False,False,False
KHM,116,WP1,1997,1997-0267,1997298N06140,10000.0,2014,48505.97055,48568.14686643241,25.7,77.20000000000073,1.0,0.0012810072672244008,1997-0267KHM,False,False,False,False,False,False,False
THA,764,WP1,1997,1997-0267,1997298N06140,5000000.0,2014,13561680.42,13576851.168336948,25.7,60.1000000000005,1.0,0.0011180229017050407,1997-0267THA,False,False,False,False,False,False,False
VNM,704,WP1,1997,1997-0267,1997298N06140,470000000.0,2014,3260213213.0,3244977455.184915,25.7,34.20000000000012,1.0,-0.004684193423491942,1997-0267VNM,False,False,False,False,False,False,False
GUM,316,OC,1997,1997-0292,1997333N06194,200000000.0,2014,327208271.8,327242286.99313504,25.7,135.00000000000156,1.0,0.00010395038313788537,1997-0292GUM,False,False,False,False,False,False,False
VNM,704,WP1,1997,1997-0358,1997261N13114,5000000.0,2014,34683119.29,34661012.70318224,25.7,163.80000000000197,1.0,-0.0006375907212691073,1997-0358VNM,True,False,False,True,True,False,True
IND,356,NI,1998,1998-0183,1998152N11075,469000000.0,2014,2269722074.0,2272414630.3911977,25.7,66.10000000000058,1.0,0.00118559034297141,1998-0183IND,False,False,False,False,False,False,False
JPN,392,WP4,1998,1998-0297,1998259N17118,3000000000.0,2014,3608482427.0,3607032519.8456397,25.7,253.50000000000324,1.0,-0.00040188598722502817,1998-0297JPN,False,False,False,False,False,False,False
JPN,392,WP4,1998,1998-0311,1998281N11151,335500000.0,2014,403548618.1,484163602.1458532,25.7,325.70000000000425,1.0,0.1821258991572207,1998-0311JPN,False,False,False,False,False,False,False
VNM,704,WP1,1998,1998-0374,1998315N09116,93200000.0,2014,637799612.8,631449353.3586067,25.7,35.30000000000014,1.0,-0.010006409455208327,1998-0374VNM,True,False,False,True,False,False,True
VNM,704,WP1,1998,1998-0434,1998342N06141,15000000.0,2014,102650152.3,102751784.91169593,25.7,66.30000000000058,1.0,0.00098959748257176,1998-0434VNM,False,False,False,False,False,False,False
AUS,36,OC,1999,1999-0051,1999040S15147,300000000.0,2014,1131545100.0,1133239313.312431,25.7,64.60000000000055,1.0,0.0014961367788503656,1999-0051AUS,True,False,False,True,False,False,True
IND,356,NI,1999,1999-0177,1999135N12073,20000000.0,2014,88885643.29,88908892.65470058,25.7,39.40000000000018,1.0,0.00026153070126203737,1999-0177IND,False,False,False,False,False,False,False
USA,840,NA2,1999,1999-0298,1999231N20266,70000000.0,2014,126960980.0,127028871.56435987,25.7,127.10000000000143,1.0,0.0005346006193448378,1999-0298USA,False,False,False,False,False,False,False
CHN,156,WP3,1999,1999-0301,1999241N12133,277900000.0,2014,2662759128.0,2670524859.6186237,25.7,46.100000000000286,1.0,0.002912178359502996,1999-0301CHN,True,False,False,True,True,False,True
JPN,392,WP4,1999,1999-0326,1999260N20130,5000000000.0,2014,5316012420.0,5316956886.093045,25.7,160.70000000000192,1.0,0.0001776486075226332,1999-0326JPN,True,False,False,True,True,False,True
BHS,44,NA1,1999,1999-0327,1999251N15314,450000000.0,2014,641705937.2,644161990.977541,25.7,44.800000000000274,1.0,0.0038200762465297054,1999-0327BHS,False,False,False,False,False,False,False
USA,840,NA2,1999,1999-0327,1999251N15314,7000000000.0,2014,12696097995.0,12675805856.380293,25.7,84.50000000000084,1.0,-0.0015995758982271422,1999-0327USA,True,False,False,True,False,False,True
CHN,156,WP3,1999,1999-0392,1999275N16135,241600000.0,2014,2314942804.0,2315198049.0031195,25.7,130.6000000000015,1.0,0.00011025366678093644,1999-0392CHN,False,False,False,False,False,False,False
IND,356,NI,1999,1999-0401,1999288N15093,470000000.0,2014,2088812617.0,2089705857.3534687,25.7,75.1000000000007,1.0,0.00042753926902918175,1999-0401IND,False,False,False,False,False,False,False
IND,356,NI,1999,1999-0425,1999298N12099,2500000000.0,2014,11110705411.0,11095873336.56743,25.7,82.0000000000008,1.0,-0.0013358272615286231,1999-0425IND,True,True,False,True,False,False,True
USA,840,NA2,1999,1999-0435,1999286N16278,100000000.0,2014,181372828.5,181473486.7207552,25.7,232.4000000000029,1.0,0.000554825660974887,1999-0435USA,False,False,False,False,False,False,False
USA,840,NA2,1999,1999-0619,1999236N22292,62500000.0,2014,113358017.8,113439033.971674,25.7,58.600000000000456,1.0,0.000714437639176936,1999-0619USA,False,False,False,False,False,False,False
CHN,156,WP3,1999,1999-0625,1999230N12129,18000000.0,2014,172470904.3,271662597.8862642,25.7,325.70000000000425,1.0,0.45433229583454865,1999-0625CHN,False,False,False,False,False,False,False
AUS,36,OC,2000,2000-0097,2000056S17152,90000000.0,2014,317674987.2,317152964.9963656,25.7,58.600000000000456,1.0,-0.0016446103845604834,2000-0097AUS,True,False,False,True,False,False,True
MDG,450,SI,2000,2000-0107,2000032S11116,9000000.0,2014,24773011.21,24779586.38761428,25.7,128.80000000000146,1.0,0.0002653817548078097,2000-0107MDG,True,False,False,True,False,False,True
MOZ,508,SI,2000,2000-0107,2000032S11116,1000000.0,2014,3381086.779,3377433.3082961217,25.7,95.700000000001,1.0,-0.0010811452840442312,2000-0107MOZ,False,False,False,False,False,False,False
CHN,156,WP3,2000,2000-0533,2000230N08139,69443000.0,2014,600923967.1,602737067.3159536,25.7,325.70000000000425,1.0,0.0030126448151503926,2000-0533CHN,False,False,False,False,False,False,False
VNM,704,WP1,2000,2000-0582,2000248N17117,21000000.0,2014,125440545.4,125979702.06353728,25.7,45.60000000000028,1.0,0.004288894752442678,2000-0582VNM,False,False,False,False,False,False,False
KOR,410,WP4,2000,2000-0601,2000245N14157,71000000.0,2014,178416664.1,178430679.81720746,25.7,319.4000000000042,1.0,7.85530140750515e-05,2000-0601KOR,False,False,False,False,False,False,False
PHL,608,WP2,2000,2000-0706,2000299N08139,17000000.0,2014,59708228.94,109753702.60990252,25.7,325.70000000000425,1.0,0.6087689390599959,2000-0706PHL,False,False,False,False,False,False,False
TWN,158,WP4,2000,2000-0706,2000299N08139,150000000.0,2014,240119400.0126732,240329121.19480336,25.7,113.30000000000123,1.0,0.0008730225453638105,2000-0706TWN,True,False,False,True,True,False,True
PHL,608,WP2,2000,2000-0715,2000305N06136,31000000.0,2014,108879711.6,305722179.50369555,25.7,325.70000000000425,1.0,1.0324330698816668,2000-0715PHL,False,False,False,False,False,False,False
TWN,158,WP4,2001,2001-0293,2001170N11138,5000000.0,2014,8829496.50824507,8836227.941877356,25.7,176.5000000000022,1.0,0.000762089771872457,2001-0293TWN,False,False,False,False,False,False,False
PHL,608,WP2,2001,2001-0319,2001181N08141,68565000.0,2014,255861625.3,255364774.01776752,25.7,30.600000000000072,1.0,-0.0019437628390464113,2001-0319PHL,False,False,False,False,False,False,False
CHN,156,WP3,2001,2001-0405,2001206N14134,40000000.0,2014,313047801.0,312341037.7186136,25.7,76.50000000000071,1.0,-0.002260237274843772,2001-0405CHN,False,False,False,False,False,False,False
TWN,158,WP4,2001,2001-0405,2001206N14134,240000000.0,2014,423815832.39576334,423746134.40867823,25.7,280.3000000000036,1.0,-0.00016446700057813165,2001-0405TWN,False,False,False,False,False,False,False
VNM,704,WP1,2001,2001-0436,2001220N17118,3200000.0,2014,18230113.7,18402804.93106317,25.7,33.60000000000011,1.0,0.009428269259314611,2001-0436VNM,False,False,False,False,False,False,False
JPN,392,WP4,2001,2001-0454,2001225N18146,800000000.0,2014,901659328.8,894181173.3590788,25.7,36.40000000000015,1.0,-0.008328355058873428,2001-0454JPN,False,False,False,False,False,False,False
TWN,158,WP4,2001,2001-0522,2001248N23125,800000000.0,2014,1412719441.319211,1414013028.229102,25.7,158.9000000000019,1.0,0.0009152525144336716,2001-0522TWN,True,False,False,True,True,False,True
BLZ,84,NA1,2001,2001-0553,2001278N12302,250000000.0,2014,485443358.1,487784713.7217392,25.7,33.90000000000012,1.0,0.004811534329025689,2001-0553BLZ,False,False,False,False,False,False,False
VNM,704,WP1,2001,2001-0624,2001309N10130,55000000.0,2014,313330079.3,313747726.01483625,25.7,59.00000000000047,1.0,0.0013320413290031467,2001-0624VNM,False,False,False,False,False,False,False
BHS,44,NA1,2001,2001-0671,2001303N13276,300000000.0,2014,395198026.4,396338899.1229018,25.7,42.400000000000226,1.0,0.0028826791932344015,2001-0671BHS,False,False,False,False,False,False,False
TON,776,OC,2001,2001-0711,2001363S10185,51300000.0,2014,125645747.8,61874934.24496511,25.7,25.8,1.0,-0.7083512636127479,2001-0711TON,False,False,False,False,False,False,False
MDG,450,SI,2001,2002-0004,2001364S19036,181000.0,2014,439343.7929,445737.8301091858,25.7,31.100000000000076,1.0,0.014448720390182733,2002-0004MDG,False,False,False,False,False,False,False
MEX,484,NA1,2002,2002-0669,2002295N11261,200000000.0,2014,340513691.7,340009362.7883908,25.7,83.50000000000081,1.0,-0.0014821805098627547,2002-0669MEX,False,False,False,False,False,False,False
USA,840,NA2,2002,2002-0724,2002265N10315,2000000000.0,2014,3192297819.0,3187821874.121921,25.7,94.90000000000099,1.0,-0.0014030914238826791,2002-0724USA,True,False,False,True,False,False,True
FJI,242,OC,2003,2003-0024,2003011S09182,30000000.0,2014,58076952.28,51280394.80491608,25.7,25.8,1.0,-0.12446038303519756,2003-0024FJI,True,True,False,False,True,False,True
NCL,540,OC,2003,2003-0135,2003061S21148,40000000.0,2014,40000000.0,39967857.794299416,25.7,149.30000000000175,1.0,-0.000803878166004537,2003-0135NCL,False,False,False,False,False,False,False
PHL,608,WP2,2003,2003-0258,2003144N16119,4000000.0,2014,13566469.09,13653992.949565222,25.7,40.700000000000216,1.0,0.006430762348173406,2003-0258PHL,True,False,False,True,True,False,True
CHN,156,WP3,2003,2003-0346,2003196N04150,100000000.0,2014,631358675.5,631561257.6533923,25.7,132.7000000000015,1.0,0.00032081551618881506,2003-0346CHN,False,False,False,False,False,False,False
PHL,608,WP2,2003,2003-0346,2003196N04150,26468000.0,2014,89769325.95,89688671.8313731,25.7,116.9000000000013,1.0,-0.0008988635229907698,2003-0346PHL,True,False,False,True,False,False,True
CHN,156,WP3,2003,2003-0443,2003240N20139,241000000.0,2014,1521574408.0,1521111541.1834311,25.7,263.5000000000033,1.0,-0.00030424883005994967,2003-0443CHN,False,False,False,False,False,False,False
BMU,60,NA1,2003,2003-0448,2003240N15329,300000000.0,2014,399403562.6,399828430.299913,25.7,109.6000000000012,1.0,0.0010631900216931584,2003-0448BMU,True,False,False,False,False,False,True
JPN,392,WP4,2003,2003-0459,2003247N10153,50000000.0,2014,54552255.91,54509967.04037535,25.7,100.40000000000109,1.0,-0.0007754999045501261,2003-0459JPN,True,False,False,False,False,False,True
KOR,410,WP4,2003,2003-0459,2003247N10153,4500000000.0,2014,9332563202.0,9339286292.04876,25.7,120.40000000000134,1.0,0.000720131162308955,2003-0459KOR,True,False,False,True,True,False,True
USA,840,NA2,2003,2003-0468,2003249N14329,3370000000.0,2014,5129874055.0,5119547369.155789,25.7,92.80000000000095,1.0,-0.002015077517292237,2003-0468USA,True,False,False,True,False,False,True
MEX,484,NA1,2003,2003-0474,2003262N17254,100000000.0,2014,180241122.2,179863368.36191785,25.7,57.80000000000046,1.0,-0.0020980242487734844,2003-0474MEX,True,False,False,True,False,False,True
CAN,124,NA2,2003,2003-0487,2003268N28298,110000000.0,2014,221788181.9,221623042.99209225,25.7,100.40000000000109,1.0,-0.0007448567211307097,2003-0487CAN,True,False,False,True,False,False,True
CHN,156,WP3,2003,2003-0594,2003316N11141,196938000.0,2014,1243385148.0,1243934555.809951,25.7,53.10000000000039,1.0,0.0004417669494151464,2003-0594CHN,False,False,False,False,False,False,False
IND,356,NI,2003,2003-0605,2003345N05092,28000000.0,2014,93953651.91,93927917.74047674,25.7,72.90000000000067,1.0,-0.0002739403309442368,2003-0605IND,True,False,False,False,False,True,True
USA,840,NA2,2003,2003-0782,2003179N20271,50000000.0,2014,76110891.03,75976612.39856875,25.7,94.10000000000096,1.0,-0.0017658080157157891,2003-0782USA,True,False,False,True,False,False,True
MDG,450,SI,2004,2004-0103,2004061S12072,250000000.0,2014,611461783.3,349891342.98033446,25.7,25.8,1.0,-0.5582297988699496,2004-0103MDG,True,False,False,True,False,True,True
FJI,242,OC,2004,2004-0153,2004098S15173,4000000.0,2014,6575111.982999999,6477235.422276148,25.7,34.60000000000012,1.0,-0.014997822587861304,2004-0153FJI,True,False,False,True,True,False,True
PHL,608,WP2,2004,2004-0218,2004134N07132,1000000.0,2014,3114596.1810000013,3112259.337095299,25.7,150.20000000000178,1.0,-0.0007505695314810464,2004-0218PHL,True,False,False,False,True,False,True
MMR,104,NI,2004,2004-0235,2004136N15090,688000.0,2014,4260951.721,4238654.2642167965,25.7,44.300000000000274,1.0,-0.005246715664790671,2004-0235MMR,True,True,False,True,False,False,True
PHL,608,WP2,2004,2004-0309,2004174N14146,19667000.0,2014,61254763.09,13802716.320721755,25.7,25.8,1.0,-1.4901762035073758,2004-0309PHL,True,False,False,True,False,False,True
CUB,192,NA1,2004,2004-0415,2004223N11301,1000000000.0,2014,2111247808.0,2114143610.354261,25.7,104.10000000000113,1.0,0.001370667245193344,2004-0415CUB,False,False,False,False,False,False,False
JAM,388,NA1,2004,2004-0415,2004223N11301,300000000.0,2014,409384949.8,407910850.2092019,25.7,38.40000000000017,1.0,-0.0036072648097315264,2004-0415JAM,True,False,False,True,False,False,True
USA,840,NA2,2004,2004-0415,2004223N11301,16000000000.0,2014,22839070991.0,22861215280.92489,25.7,112.00000000000122,1.0,0.0009691095380119057,2004-0415USA,True,False,False,False,False,True,True
JPN,392,WP4,2004,2004-0428,2004227N15141,500000000.0,2014,503661847.5,177221668.8945634,25.7,25.8,1.0,-1.0445037897392604,2004-0428JPN,False,False,False,False,False,False,False
KOR,410,WP4,2004,2004-0428,2004227N15141,1000000.0,2014,1845168.832,1847692.4121017426,25.7,134.0000000000015,1.0,0.001366734533339393,2004-0428KOR,True,False,False,True,True,False,True
GUM,316,OC,2004,2004-0445,2004230N09172,1000000.0,2014,1435830.957,1437478.0700920746,25.7,153.1000000000018,1.0,0.001146492254723804,2004-0445GUM,False,False,False,False,False,False,False
USA,840,NA2,2004,2004-0448,2004241N32282,62500000.0,2014,89215121.06,89339480.31312597,25.7,72.20000000000066,1.0,0.001392955121601145,2004-0448USA,True,False,False,True,False,False,True
BHS,44,NA1,2004,2004-0455,2004238N11325,1000000000.0,2014,1210044074.0,1218435857.5610561,25.7,40.80000000000021,1.0,0.00691116846735105,2004-0455BHS,False,False,False,False,False,False,False
USA,840,NA2,2004,2004-0455,2004238N11325,11000000000.0,2014,15701861306.0,15696443197.141624,25.7,82.90000000000082,1.0,-0.00034512111388771603,2004-0455USA,True,False,False,False,False,False,True
TTO,780,NA1,2004,2004-0462,2004247N10332,1000000.0,2014,2048171.488,2049992.5625040869,25.7,75.4000000000007,1.0,0.0008887270502143088,2004-0462TTO,False,False,False,False,False,False,False
PHL,608,WP2,2004,2004-0580,2004319N10134,6000000.0,2014,18687577.08,18669893.724479396,25.7,142.40000000000163,1.0,-0.0009467106022190448,2004-0580PHL,True,False,False,False,True,False,True
VNM,704,WP1,2004,2004-0580,2004319N10134,23000000.0,2014,94274912.3,94402049.383653,25.7,34.90000000000013,1.0,0.0013476696016390002,2004-0580VNM,True,False,False,True,True,False,True
CUB,192,NA1,2005,2005-0351,2005186N12299,1400000000.0,2014,2647941893.0,2645035134.1235137,25.7,81.00000000000078,1.0,-0.0010983456583348685,2005-0351CUB,True,False,False,True,True,False,True
JAM,388,NA1,2005,2005-0351,2005186N12299,30000000.0,2014,37089462.6,37061160.27838519,25.7,97.500000000001,1.0,-0.0007633738434169086,2005-0351JAM,True,False,False,False,True,False,True
USA,840,NA2,2005,2005-0351,2005186N12299,2230000000.0,2014,2984138801.0,2988710313.307496,25.7,113.80000000000123,1.0,0.0015307646694857173,2005-0351USA,False,False,False,False,False,False,False
TWN,158,WP4,2005,2005-0381,2005192N22155,100000000.0,2014,141174388.68295068,141183485.87217307,25.7,265.7000000000034,1.0,6.443729780780933e-05,2005-0381TWN,True,False,False,True,False,False,True
MEX,484,NA1,2005,2005-0382,2005192N11318,400000000.0,2014,599247676.6,600546073.2373707,25.7,72.10000000000066,1.0,0.002164367241297402,2005-0382MEX,False,False,False,False,False,False,False
USA,840,NA2,2005,2005-0467,2005236N23285,125000000000.0,2014,167272000000.0,167456016118.56967,25.7,53.000000000000384,1.0,0.0010994964762224221,2005-0467USA,True,False,False,True,False,True,True
CHN,156,WP3,2005,2005-0492,2005237N14148,1900000000.0,2014,8712512761.0,8710256578.020094,25.7,33.70000000000012,1.0,-0.0002589924653900493,2005-0492CHN,True,False,False,True,True,False,True
TWN,158,WP4,2005,2005-0492,2005237N14148,38000000.0,2014,53646267.69952127,53654485.48064895,25.7,291.60000000000383,1.0,0.00015317285107866734,2005-0492TWN,False,False,False,False,False,False,False
JPN,392,WP4,2005,2005-0497,2005241N15155,1000000000.0,2014,1019977855.0,1019949598.2204348,25.7,180.70000000000218,1.0,-2.7703710269145872e-05,2005-0497JPN,True,False,False,False,True,False,True
CHN,156,WP3,2005,2005-0510,2005248N08142,1750000000.0,2014,8024682806.0,8036888244.770272,25.7,100.40000000000109,1.0,0.0015198315384122828,2005-0510CHN,True,False,False,True,True,False,True
VNM,704,WP1,2005,2005-0536,2005257N15120,20000000.0,2014,64617086.41,64668886.84048845,25.7,42.60000000000024,1.0,0.0008013310641205564,2005-0536VNM,True,False,False,False,False,False,True
CHN,156,WP3,2005,2005-0540,2005262N13127,1040000000.0,2014,4768954354.0,4766559108.336876,25.7,48.900000000000325,1.0,-0.0005023842130710544,2005-0540CHN,True,False,False,False,False,False,True
VNM,704,WP1,2005,2005-0540,2005262N13127,219250000.0,2014,708364809.8,714572541.0807247,25.7,35.30000000000014,1.0,0.008725290203494789,2005-0540VNM,True,False,False,True,True,False,True
USA,840,NA2,2005,2005-0547,2005261N21290,16000000000.0,2014,21410861355.0,21364784783.298058,25.7,59.500000000000476,1.0,-0.0021543375112903127,2005-0547USA,True,False,False,True,False,False,True
CHN,156,WP3,2005,2005-0565,2005268N19146,150000000.0,2014,687829954.8,688297480.6766533,25.7,171.4000000000021,1.0,0.0006794805227892422,2005-0565CHN,True,False,False,True,True,False,True
TWN,158,WP4,2005,2005-0565,2005268N19146,100000000.0,2014,141174388.68295068,446897893.5198085,25.7,325.70000000000425,1.0,1.1523342170481783,2005-0565TWN,False,False,False,False,False,False,False
MEX,484,NA1,2005,2005-0585,2005289N18282,5000000000.0,2014,7490595958.0,7496293488.428246,25.7,40.30000000000021,1.0,0.000760335321494922,2005-0585MEX,True,False,False,False,False,False,True
USA,840,NA2,2005,2005-0585,2005289N18282,14300000000.0,2014,19135957336.0,19107419455.20807,25.7,121.10000000000132,1.0,-0.0014924354742393354,2005-0585USA,True,False,False,True,False,False,True
VNM,704,WP1,2005,2005-0611,2005301N13117,11000000.0,2014,35539397.53,35639054.33231081,25.7,69.60000000000062,1.0,0.0028001976671784357,2005-0611VNM,False,False,False,False,False,False,False
AUS,36,OC,2006,2006-0043,2006006S11129,2354000.0,2014,4625625.837,4645427.662739806,25.7,58.300000000000466,1.0,0.004271759590690007,2006-0043AUS,True,False,False,True,False,False,True
AUS,36,OC,2006,2006-0139,2006074S13158,1180000000.0,2014,2318707938.0,2328083679.135621,25.7,50.50000000000036,1.0,0.004035366606097695,2006-0139AUS,True,False,False,True,False,False,True
CHN,156,WP3,2006,2006-0251,2006128N09138,475000000.0,2014,1809189080.0,1810321031.1457887,25.7,96.90000000000099,1.0,0.0006254720378904971,2006-0251CHN,True,False,False,True,True,False,True
PHL,608,WP2,2006,2006-0251,2006128N09138,3328000.0,2014,7749707.397000001,7751266.495602747,25.7,208.5000000000026,1.0,0.00020116137460860975,2006-0251PHL,True,False,False,True,True,False,True
CHN,156,WP3,2006,2006-0388,2006198N08152,367000000.0,2014,1397836616.0,1388499752.421429,25.7,39.8000000000002,1.0,-0.006701917709585377,2006-0388CHN,True,False,False,True,True,False,True
CHN,156,WP3,2006,2006-0410,2006209N13130,900000000.0,2014,3427937205.0,3442895603.1193557,25.7,39.100000000000186,1.0,0.00435418010304379,2006-0410CHN,True,False,False,False,True,False,True
CHN,156,WP3,2006,2006-0437,2006216N07151,2510000000.0,2014,9560135983.0,9551856301.48974,25.7,84.30000000000084,1.0,-0.0008664384021285279,2006-0437CHN,True,False,False,True,False,False,True
USA,840,NA2,2006,2006-0466,2006237N13298,32860000.0,2014,41553786.12,41579194.67711046,25.7,117.0000000000013,1.0,0.000611275035684187,2006-0466USA,True,False,False,True,False,False,True
JPN,392,WP4,2006,2006-0504,2006252N13139,2500000000.0,2014,2676605774.0,2678884715.303649,25.7,152.00000000000182,1.0,0.0008510673096167701,2006-0504JPN,True,False,False,True,True,False,True
MEX,484,NA1,2006,2006-0505,2006257N16259,2700000.0,2014,3638886.137,3637726.519346622,25.7,320.3000000000042,1.0,-0.00031872458187906614,2006-0505MEX,True,False,False,True,True,False,True
PHL,608,WP2,2006,2006-0517,2006268N12129,113000000.0,2014,263136098.5,971316188.1888006,25.7,325.70000000000425,1.0,1.305980663667704,2006-0517PHL,True,False,False,True,True,False,True
VNM,704,WP1,2006,2006-0517,2006268N12129,624000000.0,2014,1750622103.0,1751243469.8037126,25.7,70.60000000000063,1.0,0.0003548775915668014,2006-0517VNM,False,False,False,False,False,False,False
PHL,608,WP2,2006,2006-0600,2006298N12143,9077000.0,2014,21137047.49,21130719.10549644,25.7,214.70000000000263,1.0,-0.0002994425805085592,2006-0600PHL,True,False,False,True,True,False,True
PHL,608,WP2,2006,2006-0648,2006329N06150,66400000.0,2014,154621565.9,154647768.32442337,25.7,199.70000000000252,1.0,0.000169447284851418,2006-0648PHL,True,False,False,True,True,False,True
VNM,704,WP1,2006,2006-0648,2006329N06150,456000000.0,2014,1279300767.0,1278681153.5537152,25.7,78.00000000000074,1.0,-0.00048445491613874776,2006-0648VNM,True,False,False,True,False,False,True
MDG,450,SI,2007,2007-0095,2007066S12066,240000000.0,2014,348858871.4,125216890.89029008,25.7,25.8,1.0,-1.0246200996455264,2007-0095MDG,True,False,False,True,True,False,True
OMN,512,NI,2007,2007-0164,2007151N14072,3900000000.0,2014,7513292712.0,7505906624.8307295,25.7,33.90000000000012,1.0,-0.0009835527978625106,2007-0164OMN,True,False,False,True,True,False,True
JPN,392,WP4,2007,2007-0262,2007188N04148,60000000.0,2014,64453546.68,256696088.43753755,25.7,325.70000000000425,1.0,1.3819480920693934,2007-0262JPN,True,False,False,False,True,False,True
BLZ,84,NA1,2007,2007-0360,2007225N12331,14847000.0,2014,19476548.08,19485983.548958447,25.7,122.20000000000135,1.0,0.00048433552689815143,2007-0360BLZ,False,False,False,False,False,False,False
DMA,212,NA1,2007,2007-0360,2007225N12331,20000000.0,2014,24849111.57,24808275.31210092,25.7,47.0000000000003,1.0,-0.001644720742215827,2007-0360DMA,True,False,False,True,False,False,True
JAM,388,NA1,2007,2007-0360,2007225N12331,300000000.0,2014,323956910.3,324363348.2632425,25.7,141.60000000000161,1.0,0.0012538186524931993,2007-0360JAM,True,True,False,True,False,False,True
LCA,662,NA1,2007,2007-0360,2007225N12331,40000000.0,2014,47496877.29,47537233.54405221,25.7,63.300000000000544,1.0,0.0008493004485194542,2007-0360LCA,True,False,False,True,False,False,True
MEX,484,NA1,2007,2007-0360,2007225N12331,600000000.0,2014,749255406.1,748407649.7906506,25.7,121.20000000000135,1.0,-0.0011321056449376985,2007-0360MEX,True,False,False,True,False,False,True
CHN,156,WP3,2007,2007-0380,2007223N19136,890555000.0,2014,2627998249.0,2633866360.0513005,25.7,52.60000000000038,1.0,0.0022304311950332935,2007-0380CHN,True,False,False,True,False,False,True
HND,340,NA1,2007,2007-0439,2007244N12303,6579000.0,2014,10588404.38,10570882.759489432,25.7,79.50000000000077,1.0,-0.0016561639718799786,2007-0439HND,True,False,False,True,True,False,True
CHN,156,WP3,2007,2007-0457,2007257N16134,638000000.0,2014,1882716826.0,1880610808.253636,25.7,100.40000000000109,1.0,-0.0011192317921205515,2007-0457CHN,True,False,False,True,True,False,True
VNM,704,WP1,2007,2007-0463,2007272N17125,191000000.0,2014,459411646.6,458341782.0573082,25.7,35.80000000000014,1.0,-0.0023314868545695738,2007-0463VNM,True,False,False,True,False,False,True
KOR,410,WP4,2007,2007-0470,2007254N18140,70000000.0,2014,87997870.47,88050777.91627303,25.7,186.80000000000229,1.0,0.000601054860128761,2007-0470KOR,True,False,False,True,False,False,True
JPN,392,WP4,2007,2007-0479,2007240N17153,1000000000.0,2014,1074225778.0,1074609445.2161946,25.7,268.00000000000347,1.0,0.0003570931973995224,2007-0479JPN,True,False,False,True,False,False,True
CHN,156,WP3,2007,2007-0552,2007274N18131,1077788000.0,2014,3180516618.0,3220120624.412049,25.7,32.40000000000009,1.0,0.01237517776450204,2007-0552CHN,True,False,False,True,False,False,True
BGD,50,NI,2007,2007-0556,2007314N10093,2300000000.0,2014,4994688046.0,4984479476.8724575,25.7,78.60000000000075,1.0,-0.002045976814248476,2007-0556BGD,True,False,False,True,False,False,True
PHL,608,WP2,2007,2007-0560,2007306N18133,2971000.0,2014,5660826.7370000025,5662083.0535921175,25.7,168.80000000000206,1.0,0.00022190702222404896,2007-0560PHL,False,False,False,False,False,False,False
PHL,608,WP2,2007,2007-0576,2007324N10140,5000000.0,2014,9526803.663,9537264.891419053,25.7,83.00000000000081,1.0,0.0010974813103726215,2007-0576PHL,True,False,False,True,True,False,True
PHL,608,WP2,2007,2007-0578,2007323N09128,1000000.0,2014,1905360.733,1907024.5474136318,25.7,76.10000000000072,1.0,0.0008728469957183649,2007-0578PHL,True,False,False,True,True,False,True
AUS,36,OC,2007,2007-0591,2007058S12135,100000000.0,2014,171950641.6,46970609.90721013,25.7,25.8,1.0,-1.2976853831964847,2007-0591AUS,True,False,False,True,False,False,True
FJI,242,OC,2007,2007-0655,2007337S12186,652000.0,2014,858485.7575,859280.4569191324,25.7,59.10000000000048,1.0,0.0009252708187628712,2007-0655FJI,False,False,False,False,False,False,False
