Source:,"EM-DAT, CRED / UCLouvain, Brussels, Belgium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-0448-USA,2004,0448,Natural,Meteorological,Storm,Tropical cyclone,,Gaston,SigDam,United States of America (the),USA,Northern America,Americas,"Richmond, Lynchburg, Chesterfield districts (Virginia province), South Carolina, North Carolina provinces",,Flood,,,,Yes,,,Kph,,,,,2004,8,29,2004,8,30,7,,,,,,62500,62500,73.88141244
2004-0459-JPN,2004,0459,Natural,Meteorological,Storm,Tropical cyclone,,Songda (Nina/22W),Kill,Japan,JPN,Eastern Asia,Asia,"Hukuoka, Kagosima, Kumamoto, Miyazaki, Nagasaki, Ooita, Saga provinces",,Transport accident,,,,,,230,Kph,,,,,2004,9,3,2004,9,4,41,900,40000,,40900,,4700000,9000000,73.88141244
2004-0459-RUS,2004,0459,Natural,Meteorological,Storm,Tropical cyclone,,Songda (Nina/22W),Kill,Russian Federation (the),RUS,Eastern Europe,Europe,Kouriles Isl. (Sakhalinskaya Oblast province),,Transport accident,,,,,,,Kph,,,,,2004,9,10,2004,9,10,3,,,,,,,,73.88141244
2004-0415-USA,2004,0415,Natural,Meteorological,Storm,Tropical cyclone,,Charley,Kill,United States of America (the),USA,Northern America,Americas,"Bay, Calhoun, Escambia, Franklin, Gadsden, Gulf, Holmes, Jackson, Jefferson, Leon, Liberty, Madison, Okaloosa, Santa Rosa, Taylor, Wakulla, Walton, Washington districts (Florida province), South Carolina, North Carolina provinces",,Transport accident,,,,Yes,,230,Kph,,,,,2004,8,13,2004,8,13,10,,30000,,30000,,7600000,16000000,73.88141244
2004-0428-JPN,2004,0428,Natural,Meteorological,Storm,Tropical cyclone,,Megi (Lawin/18W),Kill,Japan,JPN,Eastern Asia,Asia,"Kagawa, Ehime, Hyoogo, Kooti provinces",,,,,,,,126,Kph,,,,,2004,8,17,2004,8,20,11,,8502,,8502,,,500000,73.88141244
2004-0435-JPN,2004,0435,Natural,Meteorological,Storm,Tropical cyclone,,Aere (Marce/20W),Affected,Japan,JPN,Eastern Asia,Asia,"Kasarityoo, Nazesi, Setootityoo, Sumiyooson, Tatugootyoo, Ukenson, Yamatoson districts (Kagosima province), Okinawa province",,,,,,,,,Kph,,,,,2004,8,23,2004,8,23,2,2,,,2,,,500,73.88141244
2004-0459-KOR,2004,0459,Natural,Meteorological,Storm,Tropical cyclone,,Songda (Nina/22W),Kill,Korea (the Republic of),KOR,Eastern Asia,Asia,"Cheju-do, Chollabuk-do, Chollanam-do, Chungchongbuk-do, Chungchongnam-do, Inchon, Kang-won-do, Kwangju, Kyonggi-do, Kyongsangbuk-do, Kyongsangnam-do, Pusan, Seoul, Taegu, Taejon provinces",,,,,,,,,Kph,,,,,2004,9,6,2004,9,9,,,,,,,,250000,73.88141244
2004-0462-LCA,2004,0462,Natural,Meteorological,Storm,Tropical cyclone,,Ivan,Kill,Saint Lucia,LCA,Caribbean,Americas,"Area Under National Administra, Region Number 1, Region Number 2, Region Number 3, Region Number 4, Region Number 5, Region Number 6, Region Number 7, Region Number 8 provinces",,,,,,,,,Kph,,,,,2004,9,8,2004,9,8,,,,,,,,500,73.88141244
2004-0004-NIU,2004,0004,Natural,Meteorological,Storm,Tropical cyclone,,Heta,Declar,Niue,NIU,Polynesia,Oceania,Alofi area (Niue province),,,,,,,,300,Kph,,,,,2004,1,6,2004,1,6,1,2,200,500,702,,,40000,73.88141244
2004-0618-PHL,2004,0618,Natural,Meteorological,Storm,Tropical cyclone,,Nanmadol (Yoyong/30W),Affected,Philippines (the),PHL,South-Eastern Asia,Asia,Region V (Bicol region) province,,,,,,,,240,Kph,,,,,2004,11,30,2004,12,3,8,8,70480,,70488,,,34000,73.88141244
2004-0455-PRI,2004,0455,Natural,Meteorological,Storm,Tropical cyclone,,Frances,Declar,Puerto Rico,PRI,Caribbean,Americas,"Aguadilla, Arecibo, Bayamon, Guayama, Humacao, Mayaguez, Ponce, San Juan provinces",,,,,,,,,Kph,,,,,2004,8,31,2004,8,31,,,,,,,,,73.88141244
2004-0388-RUS,2004,0388,Natural,Meteorological,Storm,Tropical cyclone,,,Declar,Russian Federation (the),RUS,Eastern Europe,Europe,Ustordynskiy Buryatskiy Okrug province,,,,,,,,100,Kph,,,,,2004,7,22,2004,7,22,6,62,,,62,,,6000,73.88141244
2004-0455-TCA,2004,0455,Natural,Meteorological,Storm,Tropical cyclone,,Frances,Declar,Turks and Caicos Islands (the),TCA,Caribbean,Americas,"Grand Turk, Providenciales and West Caicos provinces",,,,,,,,,Kph,,,,,2004,9,1,2004,9,1,,,200,,200,,,,73.88141244
2004-0004-TON,2004,0004,Natural,Meteorological,Storm,Tropical cyclone,,Heta,Declar,Tonga,TON,Polynesia,Oceania,"Tafahi, Nuiatoputapu islands (Tonga province)",,,,,,,,,Kph,,,,,2004,1,6,2004,1,6,,,,,,,,,73.88141244
2004-0462-TTO,2004,0462,Natural,Meteorological,Storm,Tropical cyclone,,Ivan,Kill,Trinidad and Tobago,TTO,Caribbean,Americas,"Caparo, Tumpuna villages (Couva/Tabaquite/Talparo province), Caroni village (Tunapuna/Piarco province)",,,,,Yes,,,120,Kph,,,,,2004,9,9,2004,9,9,1,,560,,560,,,1000,73.88141244
2004-0618-TWN,2004,0618,Natural,Meteorological,Storm,Tropical cyclone,,Nanmadol (Yoyong/30W),Affected,Taiwan (Province of China),TWN,Eastern Asia,Asia,Taiwan Sheng province,,,,,,,,90,Kph,,,,,2004,12,4,2004,12,4,3,,,,,,,,73.88141244
2004-0473-USA,2004,0473,Natural,Meteorological,Storm,Tropical cyclone,,Jeanne,Kill,United States of America (the),USA,Northern America,Americas,Florida province,,,,,,Yes,,,Kph,,,,,2004,9,25,2004,9,26,6,,40000,,40000,,4900000,8000000,73.88141244
2004-0462-VCT,2004,0462,Natural,Meteorological,Storm,Tropical cyclone,,Ivan,Kill,Saint Vincent and the Grenadines,VCT,Caribbean,Americas,"Charlotte, Grenadines, Saint Andrew, Saint David, Saint George, Saint Patrick provinces",,,,,,,,,Kph,,,,,2004,9,8,2004,9,8,,4,1000,,1004,,,5000,73.88141244
2004-0462-VEN,2004,0462,Natural,Meteorological,Storm,Tropical cyclone,,Ivan,Kill,Venezuela (Bolivarian Republic of),VEN,South America,Americas,"Aragua, Distrito Capital, Miranda, Vargas provinces",,,,,,,,220,Kph,,,,,2004,9,8,2004,9,8,5,5,1645,80,1730,,,,73.88141244
2004-0473-VIR,2004,0473,Natural,Meteorological,Storm,Tropical cyclone,,Jeanne,Kill,Virgin Island (U.S.),VIR,Caribbean,Americas,"Saint Thomas, Saint John, Saint Croix provinces",,,,,,,,130,Kph,,,,,2004,9,15,2004,9,15,,,,,,,,,73.88141244
2004-0258-VNM,2004,0258,Natural,Meteorological,Storm,Tropical cyclone,,Chanthu (Gener/08W),Kill,Viet Nam,VNM,South-Eastern Asia,Asia,"BinH Dinh, Da Nang City, Quang Ngai provinces",,,,,,,,65,Kph,,,,,2004,6,7,2004,6,11,14,5,900,,905,,,7000,73.88141244
2005-0048-MDG,2005,0048,Natural,Meteorological,Storm,Tropical cyclone,,Ernest,Kill,Madagascar,MDG,Eastern Africa,Africa,"Tulear town (Toliary-II district, Atsimo Andrefana province) Tsihombe, Ambovombe districts (Androy province)",,,,,,,,100,Kph,,,,,2005,1,22,2005,1,23,78,8,,7977,7985,,,,76.38802721
2005-0120-PHL,2005,0120,Natural,Meteorological,Storm,Tropical cyclone,,Roke (Auring/02W),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Leyte district (Region VIII (Eastern Visayas) province),,,,,,,,120,Kph,,,,,2005,3,15,2005,3,17,18,,11,,11,,,,76.38802721
2005-0102-TKL,2005,0102,Natural,Meteorological,Storm,Tropical cyclone,,Percy,Affected,Tokelau,TKL,Polynesia,Oceania,"Nukunonu, Atafu, Fakaofo islands (Tokelau province)",,,,,,,,249,Kph,,,,,2005,2,28,2005,2,28,,1,,25,26,,,,76.38802721
2005-0151-WSM,2005,0151,Natural,Meteorological,Storm,Tropical cyclone,,Olaf,Affected,Samoa,WSM,Polynesia,Oceania,Samoa province,,,,,,,,190,Kph,,,,,2005,2,16,2005,2,16,9,,,,,,,,76.38802721
2004-0312-MNP,2004,0312,Natural,Meteorological,Storm,Tropical cyclone,,Tingting,Affected,Northern Mariana Islands (the),MNP,Micronesia,Oceania,Saipan island (Northern Mariana Islands province),,,,,,,,,Kph,,,,,2004,6,26,2004,6,27,3,,200,,200,,,,73.88141244
2005-0419-CHN,2005,0419,Natural,Meteorological,Storm,Tropical cyclone,,Matsa (Gorio/09W),Affected,China,CHN,Eastern Asia,Asia,"Shanghai Shi, Jiangsu Sheng, Shandong Sheng, Anhui Sheng, Zhejiang Sheng provinces",,Rain,"Slide (land, mud, snow, rock)",,,,,165,Kph,,,,,2005,7,30,2005,8,4,10,,1240000,,1240000,,85000,850000,76.38802721
2005-0497-JPN,2005,0497,Natural,Meteorological,Storm,Tropical cyclone,,Nabi (Jolina/14W),Kill,Japan,JPN,Eastern Asia,Asia,"Okinawa, Ehime, Kagawa, Kooti, Tokusima, Tookyoo provinces",,Rain,"Slide (land, mud, snow, rock)",,,,,144,Kph,,,,,2005,9,2,2005,9,4,32,140,270000,,270140,,550000,1000000,76.38802721
2005-0510-CHN,2005,0510,Natural,Meteorological,Storm,Tropical cyclone,,Khanun (15),Kill,China,CHN,Eastern Asia,Asia,"Shanghai Shi, Zheijiang Sheng, Jiangsu Sheng provinces",,Flood,"Slide (land, mud, snow, rock)",,,,,,Kph,,,,,2005,9,11,2005,9,13,25,8,1350000,,1350008,,78000,1750000,76.38802721
2005-0585-CUB,2005,0585,Natural,Meteorological,Storm,Tropical cyclone,,"Hurricane ""Wilma""",Affected,Cuba,CUB,Caribbean,Americas,"Santiago de Cuba, Granma, Guantanamo, Matanzas, Sancti Spiritus, Villa Clara, Cienfuegos, Havana, Ciudad Havana, Pinar del Rio, Isla De La Juventud provinces",,Flood,"Slide (land, mud, snow, rock)",Yes,,,,,Kph,,,,,2005,10,19,2005,10,24,4,,100000,,100000,,,700000,76.38802721
2005-0597-DOM,2005,0597,Natural,Meteorological,Storm,Tropical cyclone,,Alpha,Kill,Dominican Republic (the),DOM,Caribbean,Americas,Puerto Plata province,,Flood,"Slide (land, mud, snow, rock)",,,,,,Kph,,,,,2005,10,22,2005,10,24,9,,1000,,1000,,,,76.38802721
2005-0640-HND,2005,0640,Natural,Meteorological,Storm,Tropical cyclone,,Gamma,Kill,Honduras,HND,Central America,Americas,"Atlantida, Colon, Cortes, Gracias A Dios, Yoro provinces",,Flood,"Slide (land, mud, snow, rock)",Yes,,Yes,507,75,Kph,,,,,2005,11,18,2005,11,20,47,,90000,,90000,,,15500,76.38802721
2005-0597-HTI,2005,0597,Natural,Meteorological,Storm,Tropical cyclone,,Alpha,Kill,Haiti,HTI,Caribbean,Americas,"Dame Marie, Les Irois villages (Anse-D'Ainault district, Grande Anse province), Carrefour, Gressier, Port-au-Prince villages (Port-Au-Prince district, Ouest province), Leogane district (Ouest province), Anse à Pitre village (Belle Anse district, Sud Est province), Jacmel district (Sud Est province), Anse Rouge village (Gros Morne district, Artibonite province), Hinche district (Centre province)",,Flood,"Slide (land, mud, snow, rock)",,,,,,Kph,,,,,2005,10,22,2005,10,24,12,17,2175,,2192,,,,76.38802721
2005-0585-JAM,2005,0585,Natural,Meteorological,Storm,Tropical cyclone,,"Hurricane ""Wilma""",Affected,Jamaica,JAM,Caribbean,Americas,"Saint Thomas, Saint Catherine, Trelawny, Saint Andrew And Kingston provinces",,Flood,"Slide (land, mud, snow, rock)",,,,,,Kph,,,,,2005,10,19,2005,10,24,1,,100,,100,,,3500,76.38802721
2005-0351-JAM,2005,0351,Natural,Meteorological,Storm,Tropical cyclone,,"Hurricane ""Dennis""",Kill,Jamaica,JAM,Caribbean,Americas,"Portland, Saint Andrew And Kingston, Saint Mary, Saint Thomas provinces",,"Slide (land, mud, snow, rock)",Rain,,,,,,Kph,,,,,2005,7,7,2005,7,7,1,,8000,,8000,,,30000,76.38802721
2005-0492-CHN,2005,0492,Natural,Meteorological,Storm,Tropical cyclone,,Talim,Kill,China,CHN,Eastern Asia,Asia,"Anhui Sheng, Zhejiang Sheng, Fujian Sheng, Jiangxi Sheng, Hubei Sheng provinces",,"Slide (land, mud, snow, rock)",Flood,,,,86,,Kph,,,,,2005,9,1,2005,9,1,159,,19624000,,19624000,,,1900000,76.38802721
2005-0565-CHN,2005,0565,Natural,Meteorological,Storm,Tropical cyclone,,Longwang,Affected,China,CHN,Eastern Asia,Asia,"Fujian Sheng, Guangdong Sheng provinces",,"Slide (land, mud, snow, rock)",Flood,,,,,,Kph,,,,,2005,10,2,2005,10,2,95,,2460000,,2460000,,,150000,76.38802721
2005-0351-CUB,2005,0351,Natural,Meteorological,Storm,Tropical cyclone,,"Hurricane ""Dennis""",Kill,Cuba,CUB,Caribbean,Americas,"Cienfuegos, La Habana, Ciudad de la Habana, Matanzas, Sancti Spiritus, Ciego de Avila, Camaguey, Santiago de Cuba, Granma, Las Tunas, Guatanamo provinces",,"Slide (land, mud, snow, rock)",Flood,Yes,,,,235,Kph,,,,,2005,7,8,2005,7,9,16,,2500000,,2500000,,5000,1400000,76.38802721
2005-0567-GTM,2005,0567,Natural,Meteorological,Storm,Tropical cyclone,,Stan,Kill,Guatemala,GTM,Central America,Americas,"Escuintla, Jutiapa, Santa Rosa, Suchitepéquez, San Marcos, Quezaltenango, Huehuetenango, Solola, Totonicapan, Retalhuleu, Quiché, Sacatepequez, Chimaltenango provinces",,"Slide (land, mud, snow, rock)",Flood,Yes,,Yes,25257,,Kph,,,,,2005,10,1,2005,10,13,1513,386,474928,,475314,,,988300,76.38802721
2005-0464-JPN,2005,0464,Natural,Meteorological,Storm,Tropical cyclone,,Mawar,Affected,Japan,JPN,Eastern Asia,Asia,"Nagano, Sizuoka provinces",,"Slide (land, mud, snow, rock)",Flood,,,,,108,Kph,,,,,2005,8,25,2005,8,26,3,4,90,,94,,,,76.38802721
2005-0351-HTI,2005,0351,Natural,Meteorological,Storm,Tropical cyclone,,"Hurricane ""Dennis""",Kill,Haiti,HTI,Caribbean,Americas,"Sud, Ouest, Nippes, Sud Est, Grande Anse provinces",,Rain,Flood,Yes,,,,,Kph,,,,,2005,7,7,2005,7,7,40,36,15000,,15036,,,50000,76.38802721
2005-0567-HND,2005,0567,Natural,Meteorological,Storm,Tropical cyclone,,Stan,Kill,Honduras,HND,Central America,Americas,"San Pedro Sula, Potrerillos, San Manuel districts (Cortes province)",,"Slide (land, mud, snow, rock)",,,,,,,Kph,,,,,2005,9,28,2005,10,10,6,,2869,,2869,,,100000,76.38802721
2005-0540-CHN,2005,0540,Natural,Meteorological,Storm,Tropical cyclone,,Damrey,Kill,China,CHN,Eastern Asia,Asia,"Hainan Sheng, Guangdong Sheng, Guangxi Zhuangzu Zizhiqu provinces",,Rain,,,,Yes,,198,Kph,,,,,2005,9,26,2005,9,26,25,,5719000,,5719000,,,1040000,76.38802721
2005-0625-HND,2005,0625,Natural,Meteorological,Storm,Tropical cyclone,,Beta,Affected,Honduras,HND,Central America,Americas,"Gracias A Dios, Atlantida, Colon provinces",,Rain,,,,,,,Kph,,,,,2005,10,30,2005,11,15,,,11000,,11000,,,,76.38802721
2005-0381-CHN,2005,0381,Natural,Meteorological,Storm,Tropical cyclone,,Haitang (Feria/05W),Affected,China,CHN,Eastern Asia,Asia,"Wenzhou Shi, Pingyang Xian areas (Wenzhou district, Zhejiang Sheng province)",,Flood,,,,,,260,Kph,,,,,2005,7,15,2005,7,19,9,,1000000,13000,1013000,,85000,1000000,76.38802721
2005-0382-HTI,2005,0382,Natural,Meteorological,Storm,Tropical cyclone,,Emily,Affected,Haiti,HTI,Caribbean,Americas,Saint-Marc district (Artibonite province),,Flood,,,,,,,Kph,,,,,2005,7,17,2005,7,17,6,,565,185,750,,,,76.38802721
2005-0567-HTI,2005,0567,Natural,Meteorological,Storm,Tropical cyclone,,Stan,Kill,Haiti,HTI,Caribbean,Americas,"Dessalines, Saint-Marc districts (Artibonite province)",,Flood,,,,,,,Kph,,,,,2005,10,,2005,10,,1,,10000,,10000,,,,76.38802721
2005-0585-HTI,2005,0585,Natural,Meteorological,Storm,Tropical cyclone,,"Hurricane ""Wilma""",Affected,Haiti,HTI,Caribbean,Americas,"Sud, Sud Est provinces",,Flood,,,,,,,Kph,,,,,2005,10,19,2005,10,24,12,,,,,,,500,76.38802721
2005-0585-BHS,2005,0585,Natural,Meteorological,Storm,Tropical cyclone,,"Hurricane ""Wilma""",Affected,Bahamas (the),BHS,Caribbean,Americas,,,,,Yes,,,,,Kph,,,,,2005,10,19,2005,10,25,1,,1500,,1500,,,,76.38802721
2005-0585-BLZ,2005,0585,Natural,Meteorological,Storm,Tropical cyclone,,"Hurricane ""Wilma""",Affected,Belize,BLZ,Central America,Americas,"Belize, Cayo, Corozal, Orange Walk, Stann Creek, Toledo provinces",,,,,,,,,Kph,,,,,2005,10,21,2005,10,21,,,,,,,,,76.38802721
2005-0640-BLZ,2005,0640,Natural,Meteorological,Storm,Tropical cyclone,,Gamma,Kill,Belize,BLZ,Central America,Americas,"Belize, Cayo, Corozal, Orange Walk, Stann Creek, Toledo provinces",,,,,,,,,Kph,,,,,2005,11,14,2005,11,21,3,,,,,,,,76.38802721
2005-0625-COL,2005,0625,Natural,Meteorological,Storm,Tropical cyclone,,Beta,Affected,Colombia,COL,South America,Americas,"Providencia Isl. (Santa Catalina, Santa Catarina districts, San Andres y Providencia province), San Andres Isl. (San Andres y Providencia district, San Andres y Providencia province)",,,,,,,,175,Kph,,,,,2005,10,29,2005,10,29,,,3074,,3074,,,,76.38802721
2005-0567-CRI,2005,0567,Natural,Meteorological,Storm,Tropical cyclone,,Stan,Kill,Costa Rica,CRI,Central America,Americas,"Quepos (Aguirre district, Puntarenas province), Guanacaste province.",,,,,,,,,Kph,,,,,2005,10,1,2005,10,16,1,,1074,,1074,,,20000,76.38802721
2005-0585-HND,2005,0585,Natural,Meteorological,Storm,Tropical cyclone,,"Hurricane ""Wilma""",Affected,Honduras,HND,Central America,Americas,Omoa district (Cortes province),,,,,,,,,Kph,,,,,2005,10,21,2005,10,21,,,,,,,,,76.38802721
2005-0382-JAM,2005,0382,Natural,Meteorological,Storm,Tropical cyclone,,Emily,Affected,Jamaica,JAM,Caribbean,Americas,"Trelawny, Saint Catherine, Saint James, Manchester, Saint Elizabeth provinces",,,,,,,,,Kph,,,,,2005,7,18,2005,7,18,4,,2296,,2296,,,1000,76.38802721
2005-0419-KOR,2005,0419,Natural,Meteorological,Storm,Tropical cyclone,,Matsa (Gorio/09W),Affected,Korea (the Republic of),KOR,Eastern Asia,Asia,"Cheju-do, Chollabuk-do, Chollanam-do, Chungchongbuk-do, Chungchongnam-do, Inchon, Kang-won-do, Kwangju, Kyonggi-do, Kyongsangbuk-do, Kyongsangnam-do, Pusan, Seoul, Taegu, Taejon provinces",,,,,,,,,Kph,,,,,2005,8,2,2005,8,7,5,,,,,,,500,76.38802721
2005-0497-KOR,2005,0497,Natural,Meteorological,Storm,Tropical cyclone,,Nabi (Jolina/14W),Kill,Korea (the Republic of),KOR,Eastern Asia,Asia,"Ulsan, Ulleung areas (Kyongsangnam-do province), Pohang, Gyeongju areas (Kyongsangbuk-do province)",,,,,,,,,Kph,,,,,2005,9,8,2005,9,8,5,,1100,,1100,,,5000,76.38802721
2005-0662-MAR,2005,0662,Natural,Meteorological,Storm,Tropical cyclone,,,Kill,Morocco,MAR,Northern Africa,Africa,"Guelmim - Es-Semara, Laâyoune - Boujdour - Sakia El Hamra, Souss - Massa - Draâ provinces",,,,,,,,,Kph,,,,,2005,11,28,2005,11,28,1,,,,,,,50,76.38802721
2005-0382-MEX,2005,0382,Natural,Meteorological,Storm,Tropical cyclone,,Emily,Affected,Mexico,MEX,Central America,Americas,"Playa del Carmen, Cozumel areas (Cozumel district, Quintana Roo province), Merida, Tizimin districts (Yucatan province)",,,,,,,,,Kph,,,,,2005,7,18,2005,7,18,2,,,,,,250000,400000,76.38802721
2006-0251-CHN,2006,0251,Natural,Meteorological,Storm,Tropical cyclone,,Chanchu (Caloy),Kill,China,CHN,Eastern Asia,Asia,"Shantou district (Guangdong province), Fujian province",,Flood,"Slide (land, mud, snow, rock)",,,,,,Kph,25.97,118.77,,,2006,5,18,2006,5,22,23,,3150000,,3150000,,,475000,78.85225551
2006-0388-CHN,2006,0388,Natural,Meteorological,Storm,Tropical cyclone,,Kaemi,Kill,China,CHN,Eastern Asia,Asia,"Jiangxi Sheng, Fujian Sheng, Zhejiang Sheng, Guangdong Sheng, Hunan Sheng provinces",,Flood,"Slide (land, mud, snow, rock)",,,,,,Kph,26.39,117.28,,,2006,7,24,2006,7,28,109,,6531000,,6531000,,,367000,78.85225551
2006-0504-JPN,2006,0504,Natural,Meteorological,Storm,Tropical cyclone,,Shanshan (13),Kill,Japan,JPN,Eastern Asia,Asia,"Nagasaki, Hukuoka, Miyazaki, Okinawa, Hirosima, Okayama, Simane, Tottori, Yamaguti provinces",,Flood,"Slide (land, mud, snow, rock)",,,,,,Kph,,,,,2006,9,15,2006,9,20,10,448,12000,,12448,,1020000,2500000,78.85225551
2006-0362-CHN,2006,0362,Natural,Meteorological,Storm,Tropical cyclone,,Bilis,Kill,China,CHN,Eastern Asia,Asia,"Fujian Sheng, Hunan Sheng, Guangdong Sheng, Jiangxi Sheng, Zhejiang Sheng, Guangxi Zhuangzu Zizhiqu provinces",,"Slide (land, mud, snow, rock)",Flood,,,,,,Kph,24,112.11,,,2006,7,16,2006,7,19,820,,29622000,,29622000,,,3325000,78.85225551
2006-0410-CHN,2006,0410,Natural,Meteorological,Storm,Tropical cyclone,,Prapiroon,Kill,China,CHN,Eastern Asia,Asia,"Guangdong Sheng, Guangxi Zhuangzu Zizhiqu, Hainan Sheng provinces",,"Slide (land, mud, snow, rock)",,,,,,,Kph,21.11,110.11,,,2006,8,3,2006,8,6,89,,10000000,,10000000,,,900000,78.85225551
2006-0155-AUS,2006,0155,Natural,Meteorological,Storm,Tropical cyclone,,Glenda,SigDis,Australia,AUS,Australia and New Zealand,Oceania,"Exmouth, Ashburton, East Pilbara, Port Hedland, Roebourne districts (Western Australia province)",,Rain,,,,,,235,Kph,-25.68,115.13,,,2006,3,30,2006,4,5,,,500,,500,,,,78.85225551
2006-0687-MDG,2006,0687,Natural,Meteorological,Storm,Tropical cyclone,,Bondo,Affected,Madagascar,MDG,Eastern Africa,Africa,"Mahajanga I, Mahajanga II districts (Boeny province), Antalaha district (Sava province)",,Rain,,,,,,150,Kph,,,,,2006,12,25,2006,12,25,1,,,304,304,,,,78.85225551
2006-0043-AUS,2006,0043,Natural,Meteorological,Storm,Tropical cyclone,,Clare,Affected,Australia,AUS,Australia and New Zealand,Oceania,"Wyndham-East Kimberley, Ashburton, East Pilbara, Port Hedland, Roebourne, Upper Gascoyne districts (Western Australia province)",,Flood,,,,,,,Kph,-23.26,116.94,,,2006,1,9,2006,1,31,,,1500,,1500,,,2354,78.85225551
2006-0139-AUS,2006,0139,Natural,Meteorological,Storm,Tropical cyclone,,Larry,SigDis,Australia,AUS,Australia and New Zealand,Oceania,Cairns district (Queensland province),,Flood,,,,Yes,,290,Kph,-17.91,145.54,,,2006,3,20,2006,4,2,,30,,7000,7030,,335000,1180000,78.85225551
2006-0510-BGD,2006,0510,Natural,Meteorological,Storm,Tropical cyclone,,,Kill,Bangladesh,BGD,Southern Asia,Asia,"Hatiya area (Noakhali district, Chittagong province), Bagerhat district (Khulna province), Patuakhali, Barguna districts (Barisal province)",,Flood,,,,,,,Kph,19.73,83.75,,,2006,9,18,2006,10,5,115,,9135,,9135,,,,78.85225551
2006-0738-BGD,2006,0738,Natural,Meteorological,Storm,Tropical cyclone,,,Kill,Bangladesh,BGD,Southern Asia,Asia,"Tangail district (Dhaka province), Sirajganj district (Rajshahi province)",,Flood,,,,,,,Kph,,,,,2006,4,8,2006,4,8,22,500,,1000,1500,,,,78.85225551
2006-0437-CHN,2006,0437,Natural,Meteorological,Storm,Tropical cyclone,,Saomai,Kill,China,CHN,Eastern Asia,Asia,"Zhejiang Sheng, Fujian Sheng provinces",,Flood,,,,,,216,Kph,,,,,2006,8,6,2006,8,11,441,1350,5920000,2000,5923350,,,2510000,78.85225551
2006-0272-CUB,2006,0272,Natural,Meteorological,Storm,Tropical cyclone,,Alberto,Affected,Cuba,CUB,Caribbean,Americas,Nueva Paz district (La Habana province),,Flood,,,,,,75,Kph,,,,,2006,6,11,2006,6,11,,8,260,,268,,,,78.85225551
2006-0073-FJI,2006,0073,Natural,Meteorological,Storm,Tropical cyclone,,Jim,Affected,Fiji,FJI,Melanesia,Oceania,"Lautoka, Ba towns (Ba district, Western province), Rakiraki town (Ra district, Western province)",,Flood,,,,,,,Kph,-17.82,177.68,,,2006,1,29,2006,2,6,,,168,,168,,,,78.85225551
2006-0466-HTI,2006,0466,Natural,Meteorological,Storm,Tropical cyclone,,Ernesto,Affected,Haiti,HTI,Caribbean,Americas,"Sud, Grande Anse, Ouest, Nippes, Artibonite provinces",,Flood,,,,,,,Kph,,,,,2006,8,25,2006,8,26,5,,15000,,15000,,,,78.85225551
2006-0510-IND,2006,0510,Natural,Meteorological,Storm,Tropical cyclone,,,Kill,India,IND,Southern Asia,Asia,"Andhra Pradesh, West Bengal, Bihar provinces",Monsoonal rain,Flood,,,,,,,Kph,19.73,83.75,,,2006,9,18,2006,10,5,114,300,,150000,150300,,,,78.85225551
2006-0737-BGD,2006,0737,Natural,Meteorological,Storm,Tropical cyclone,,,Affected,Bangladesh,BGD,Southern Asia,Asia,Dhaka province,,,,,,,,,Kph,,,,,2006,4,5,2006,4,6,9,65,,1400,1465,,,,78.85225551
2006-0517-CHN,2006,0517,Natural,Meteorological,Storm,Tropical cyclone,,Xangsane (Milenyo),Kill,China,CHN,Eastern Asia,Asia,"Guangdong Sheng, Guangxi Zhuangzu Zizhiqu, Hainan Sheng provinces",,,,,,,,,Kph,,,,,2006,10,,2006,10,,1,12,,,12,,,,78.85225551
2006-0089-MDG,2006,0089,Natural,Meteorological,Storm,Tropical cyclone,,Boloetse,Affected,Madagascar,MDG,Eastern Africa,Africa,"Androka town (Ampanihy Ouest district, Atsimo Andrefana province) Itampolo town (Toliary-II district, Atsimo Andrefana province)",,,,,,,,160,Kph,,,,,2006,2,4,2006,2,4,3,,6112,100,6212,,,,78.85225551
2007-0095-MDG,2007,0095,Natural,Meteorological,Storm,Tropical cyclone,,Indhala,Kill,Madagascar,MDG,Eastern Africa,Africa,"Diana, Sava, Sofia, Analanjirofo provinces",,Flood,"Slide (land, mud, snow, rock)",Yes,Yes,,18703,230,Kph,-14.84,49.94,,,2007,3,15,2007,3,17,80,16,203182,12000,215198,,,240000,81.10165893
2007-0151-FJI,2007,0151,Natural,Meteorological,Storm,Tropical cyclone,,Cliff,SigDam,Fiji,FJI,Melanesia,Oceania,Lau district (Eastern province),,"Slide (land, mud, snow, rock)",,,,,,120,Kph,,,,,2007,4,5,2007,4,5,1,,,,,,,,81.10165893
2007-0032-MDG,2007,0032,Natural,Meteorological,Storm,Tropical cyclone,,Clovis,Affected,Madagascar,MDG,Eastern Africa,Africa,"Mananjary, Nosy-Varika districts (Vatovavy Fitovinany province)",,Flood,,,,,,90,Kph,,,,,2007,1,3,2007,1,3,1,,7313,,7313,,,,81.10165893
2007-0136-MDG,2007,0136,Natural,Meteorological,Storm,Tropical cyclone,,Jaya,Waiting,Madagascar,MDG,Eastern Africa,Africa,Sambava district (Sava province),,,,,,,,,Kph,,,,,2007,4,4,2007,4,4,3,,,,,,,,81.10165893
