,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
50527,41.6746,-8.6956,307.9,3.2,1.7,2016-08-08,2320,Terra,MODIS,57,6.2,295.2,36.9,N,0
50528,41.8846,-8.3278,337.3,3.4,1.7,2016-08-08,2320,Terra,MODIS,100,6.2,297.3,220.0,N,0
50529,40.9146,-8.1779,333.8,3.4,1.7,2016-08-08,2320,Terra,MODIS,100,6.2,293.0,188.4,N,0
50530,40.909,-8.1838,324.8,3.4,1.7,2016-08-08,2320,Terra,MODIS,100,6.2,292.9,125.6,N,0
50531,41.9272,-8.3073,310.8,3.4,1.7,2016-08-08,2320,Terra,MODIS,54,6.2,291.5,48.2,N,0
50532,41.8438,-8.6369,346.8,3.3,1.7,2016-08-08,2320,Terra,MODIS,100,6.2,296.9,298.0,N,0
50533,40.6211,-8.3721,318.2,3.3,1.7,2016-08-08,2320,Terra,MODIS,96,6.2,292.8,81.9,N,0
50534,40.9006,-8.1416,309.0,3.4,1.7,2016-08-08,2320,Terra,MODIS,54,6.2,293.0,43.4,N,0
50535,40.9107,-8.1442,309.3,3.4,1.7,2016-08-08,2320,Terra,MODIS,44,6.2,292.6,44.8,N,0
50536,41.8012,-8.5514,331.9,3.3,1.7,2016-08-08,2320,Terra,MODIS,100,6.2,297.7,162.0,N,0
50537,41.8165,-8.5571,357.9,3.3,1.7,2016-08-08,2320,Terra,MODIS,100,6.2,301.1,440.0,N,0
50538,41.8149,-8.592,341.9,3.3,1.7,2016-08-08,2320,Terra,MODIS,100,6.2,297.6,238.9,N,0
50539,41.8336,-8.5228,312.6,3.3,1.7,2016-08-08,2320,Terra,MODIS,28,6.2,294.6,48.8,N,0
50540,41.8293,-8.5289,320.0,3.3,1.7,2016-08-08,2320,Terra,MODIS,69,6.2,295.5,82.6,N,0
50541,41.8264,-8.6001,331.6,3.3,1.7,2016-08-08,2320,Terra,MODIS,100,6.2,296.1,150.3,N,0
50542,41.8418,-8.6028,328.2,3.3,1.7,2016-08-08,2320,Terra,MODIS,100,6.2,296.1,136.1,N,0
50543,41.9071,-8.5319,309.3,3.3,1.7,2016-08-08,2320,Terra,MODIS,66,6.2,292.5,44.1,N,0
50544,41.8764,-8.2749,305.8,3.4,1.7,2016-08-08,2320,Terra,MODIS,26,6.2,294.2,28.5,N,0
50545,41.8743,-8.3207,342.8,3.4,1.7,2016-08-08,2320,Terra,MODIS,100,6.2,296.8,277.6,N,0
50546,41.5689,-8.7182,311.7,3.2,1.7,2016-08-08,2320,Terra,MODIS,76,6.2,297.4,47.7,N,0
50547,41.8279,-8.5648,350.2,3.3,1.7,2016-08-08,2320,Terra,MODIS,100,6.2,298.1,336.2,N,0
50548,40.623000000000005,-8.3351,311.9,3.3,1.7,2016-08-08,2320,Terra,MODIS,67,6.2,292.6,51.1,N,0
50549,41.7481,-8.7032,346.2,3.2,1.7,2016-08-08,2320,Terra,MODIS,100,6.2,299.3,283.3,N,0
50550,41.782,-8.7048,345.8,3.2,1.7,2016-08-08,2320,Terra,MODIS,100,6.2,301.1,268.0,N,0
50551,41.784,-8.6648,329.1,3.2,1.7,2016-08-08,2320,Terra,MODIS,100,6.2,297.8,133.6,N,0
50552,41.7668,-8.7008,363.2,3.2,1.7,2016-08-08,2320,Terra,MODIS,100,6.2,301.7,501.8,N,0
50553,41.7515,-8.6979,351.8,3.2,1.7,2016-08-08,2320,Terra,MODIS,100,6.2,300.1,347.7,N,0
50554,41.7635,-8.7054,355.6,3.2,1.7,2016-08-08,2320,Terra,MODIS,100,6.2,301.6,391.2,N,0
50555,41.7652,-8.6655,315.9,3.2,1.7,2016-08-08,2320,Terra,MODIS,55,6.2,297.3,61.8,N,0
50556,41.7938,-8.7156,331.0,3.2,1.7,2016-08-08,2320,Terra,MODIS,100,6.2,298.0,145.4,N,0
50557,41.7805,-8.6696,325.7,3.2,1.7,2016-08-08,2320,Terra,MODIS,100,6.2,297.9,114.9,N,0
50558,41.7957,-8.6741,326.0,3.2,1.7,2016-08-08,2320,Terra,MODIS,86,6.2,297.4,107.7,N,0
50559,41.8418,-8.6797,317.2,3.2,1.7,2016-08-08,2320,Terra,MODIS,89,6.2,294.5,69.1,N,0
50560,41.8383,-8.6866,314.9,3.2,1.7,2016-08-08,2320,Terra,MODIS,87,6.2,294.4,59.7,N,0
50561,40.5747,-8.3684,306.1,3.3,1.7,2016-08-08,2320,Terra,MODIS,46,6.2,292.5,33.3,N,0
50562,41.571999999999996,-8.7136,309.3,3.2,1.7,2016-08-08,2320,Terra,MODIS,65,6.2,296.8,39.1,N,0
50563,41.7823,-8.6274,308.5,3.3,1.7,2016-08-08,2320,Terra,MODIS,61,6.2,296.1,35.7,N,0
50564,41.9196,-8.5002,323.2,3.3,1.7,2016-08-08,2320,Terra,MODIS,100,6.2,294.4,110.8,N,0
50565,41.9684,-8.2166,314.1,3.5,1.8,2016-08-08,2320,Terra,MODIS,84,6.2,293.3,71.4,N,0
50566,41.9622,-8.2204,306.1,3.5,1.8,2016-08-08,2320,Terra,MODIS,41,6.2,293.0,37.9,N,0
50567,41.7688,-8.6608,316.8,3.2,1.7,2016-08-08,2320,Terra,MODIS,92,6.2,297.3,68.1,N,0
50568,41.9314,-8.338,344.2,3.4,1.7,2016-08-08,2320,Terra,MODIS,100,6.2,297.1,291.8,N,0
50569,41.9259,-8.3413,331.5,3.4,1.7,2016-08-08,2320,Terra,MODIS,100,6.2,296.0,172.3,N,0
50570,41.8726,-8.3574,305.9,3.4,1.7,2016-08-08,2320,Terra,MODIS,16,6.2,293.5,26.9,N,0
50571,40.586,-8.3765,311.5,3.3,1.7,2016-08-08,2320,Terra,MODIS,28,6.2,293.7,50.1,N,0
50572,41.89,-8.3225,336.1,3.4,1.7,2016-08-08,2320,Terra,MODIS,100,6.2,296.8,206.1,N,0
50573,41.0681,-8.0386,305.1,3.5,1.8,2016-08-08,2320,Terra,MODIS,14,6.2,291.9,32.5,N,0
50574,41.7977,-8.6304,323.4,3.3,1.7,2016-08-08,2320,Terra,MODIS,81,6.2,297.5,96.7,N,0
50575,41.9574,-8.4558,318.9,3.4,1.7,2016-08-08,2320,Terra,MODIS,97,6.2,293.8,89.8,N,0
50576,41.9525,-8.4597,318.6,3.4,1.7,2016-08-08,2320,Terra,MODIS,96,6.2,294.1,89.0,N,0
50577,41.8642,-8.4411,308.9,3.4,1.7,2016-08-08,2320,Terra,MODIS,64,6.2,293.8,42.0,N,0
50578,41.6779,-8.6896,311.0,3.2,1.7,2016-08-08,2320,Terra,MODIS,73,6.2,295.1,48.1,N,0
50579,41.8285,-8.6341,353.4,3.3,1.7,2016-08-08,2320,Terra,MODIS,100,6.2,299.2,371.2,N,0
50580,41.8593,-8.6378,310.7,3.3,1.7,2016-08-08,2320,Terra,MODIS,34,6.2,293.6,42.5,N,0
50581,41.8248,-8.6397,337.4,3.3,1.7,2016-08-08,2320,Terra,MODIS,100,6.2,298.8,199.8,N,0
50582,41.8319,-8.5598,328.4,3.3,1.7,2016-08-08,2320,Terra,MODIS,100,6.2,296.5,137.6,N,0
50583,40.5412,-7.6694,306.5,3.6,1.8,2016-08-08,2320,Terra,MODIS,68,6.2,290.6,42.7,N,0
50584,41.6762,-8.6593,308.1,3.2,1.7,2016-08-08,2320,Terra,MODIS,58,6.2,294.6,37.7,N,0
50585,41.9243,-8.4954,310.9,3.3,1.7,2016-08-08,2320,Terra,MODIS,73,6.2,293.6,49.1,N,0
50586,41.7787,-8.7088,360.5,3.2,1.7,2016-08-08,2320,Terra,MODIS,100,6.2,302.1,458.4,N,0
50587,40.6544,-8.0176,310.6,3.5,1.8,2016-08-08,2320,Terra,MODIS,81,6.2,290.8,56.3,N,0
50588,40.6524,-8.0601,308.3,3.4,1.7,2016-08-08,2320,Terra,MODIS,74,6.2,291.5,45.3,N,0
50589,40.664,-8.0262,321.3,3.5,1.8,2016-08-08,2320,Terra,MODIS,100,6.2,291.3,114.0,N,0
50590,40.6622,-8.0685,308.0,3.4,1.7,2016-08-08,2320,Terra,MODIS,58,6.2,291.5,46.3,N,0
50591,40.6031,-8.3422,316.2,3.3,1.7,2016-08-08,2320,Terra,MODIS,90,6.2,293.4,72.3,N,0
50592,41.8131,-8.6313,354.3,3.3,1.7,2016-08-08,2320,Terra,MODIS,100,6.2,299.6,374.6,N,0
50593,41.1596,-8.2177,314.0,3.4,1.7,2016-08-08,2320,Terra,MODIS,84,6.2,291.9,68.7,N,0
50594,41.8862,-8.287,321.0,3.4,1.7,2016-08-08,2320,Terra,MODIS,100,6.2,295.9,99.2,N,0
50595,41.8264,-8.6789,324.7,3.2,1.7,2016-08-08,2320,Terra,MODIS,96,6.2,296.0,103.4,N,0
50596,41.1651,-8.2117,313.7,3.4,1.7,2016-08-08,2320,Terra,MODIS,83,6.2,292.3,65.7,N,0
50597,41.7596,-8.4288,305.3,3.4,1.7,2016-08-08,2320,Terra,MODIS,27,6.2,293.4,28.6,N,0
50598,41.8402,-8.6429,352.1,3.3,1.7,2016-08-08,2320,Terra,MODIS,100,6.2,297.7,358.1,N,0
50599,40.6056,-8.3711,310.1,3.3,1.7,2016-08-08,2320,Terra,MODIS,27,6.2,293.5,44.8,N,0
50600,40.6015,-8.3774,307.6,3.3,1.7,2016-08-08,2320,Terra,MODIS,23,6.2,293.4,36.4,N,0
50601,41.978,-8.2216,305.0,3.5,1.8,2016-08-08,2320,Terra,MODIS,10,6.2,292.3,34.3,N,0
50602,40.617,-8.3788,314.9,3.3,1.7,2016-08-08,2320,Terra,MODIS,82,6.2,292.9,66.4,N,0
50603,40.6187,-8.3414,319.0,3.3,1.7,2016-08-08,2320,Terra,MODIS,97,6.2,293.3,86.3,N,0
50604,40.5728,-8.4065,303.5,3.3,1.7,2016-08-08,2320,Terra,MODIS,15,6.2,291.7,25.5,N,0
50605,41.7476,-8.7783,316.7,3.2,1.7,2016-08-08,2320,Terra,MODIS,91,6.2,296.9,62.3,N,0
50606,41.7648,-8.7413,359.5,3.2,1.7,2016-08-08,2320,Terra,MODIS,100,6.2,300.6,445.0,N,0
50607,41.7801,-8.7428,338.1,3.2,1.7,2016-08-08,2320,Terra,MODIS,100,6.2,298.4,199.2,N,0
50608,41.7464,-8.7445,325.8,3.2,1.7,2016-08-08,2320,Terra,MODIS,100,6.2,298.1,114.0,N,0
50609,41.7616,-8.7465,353.3,3.2,1.7,2016-08-08,2320,Terra,MODIS,100,6.2,300.1,361.9,N,0
50610,41.7769,-8.748,337.2,3.2,1.7,2016-08-08,2320,Terra,MODIS,100,6.2,298.0,194.9,N,0
50611,41.7923,-8.7487,308.1,3.2,1.7,2016-08-08,2320,Terra,MODIS,31,6.2,295.6,30.0,N,0
50612,41.8556,-8.6446,316.2,3.3,1.7,2016-08-08,2320,Terra,MODIS,90,6.2,294.4,71.7,N,0
50613,40.6366,-8.3744,304.1,3.3,1.7,2016-08-08,2320,Terra,MODIS,11,6.2,291.8,25.4,N,0
50614,40.9248,-8.183,309.4,3.4,1.7,2016-08-08,2320,Terra,MODIS,61,6.2,291.3,44.8,N,0
50615,40.592,-8.3327,312.5,3.3,1.7,2016-08-08,2320,Terra,MODIS,51,6.2,293.2,53.6,N,0
50616,41.9415,-8.3431,314.8,3.4,1.7,2016-08-08,2320,Terra,MODIS,86,6.2,294.6,69.8,N,0
50617,40.5429,-7.6265,302.6,3.7,1.8,2016-08-08,2320,Terra,MODIS,19,6.2,290.7,27.4,N,0
50618,41.7495,-8.7388,343.3,3.2,1.7,2016-08-08,2320,Terra,MODIS,100,6.2,299.7,250.1,N,0
50619,41.7861,-8.6224,311.2,3.3,1.7,2016-08-08,2320,Terra,MODIS,58,6.2,296.2,43.3,N,0
50620,40.5901,-8.3705,313.3,3.3,1.7,2016-08-08,2320,Terra,MODIS,61,6.2,294.2,59.0,N,0
50621,41.9002,-8.3316,308.6,3.4,1.7,2016-08-08,2320,Terra,MODIS,36,6.2,294.3,37.6,N,0
50622,41.81100000000001,-8.6762,328.4,3.2,1.7,2016-08-08,2320,Terra,MODIS,96,6.2,296.7,120.6,N,0
50623,41.5392,-8.1851,307.3,3.4,1.7,2016-08-08,2320,Terra,MODIS,53,6.2,292.3,41.5,N,0
50624,41.5506,-8.1547,313.1,3.5,1.8,2016-08-08,2320,Terra,MODIS,81,6.2,292.5,66.4,N,0
50625,41.5491,-8.191,323.2,3.4,1.7,2016-08-08,2320,Terra,MODIS,100,6.2,292.4,122.0,N,0
50626,40.5495,-7.6646,302.9,3.6,1.8,2016-08-08,2320,Terra,MODIS,33,6.2,290.0,27.9,N,0
50627,41.8688,-8.3274,326.6,3.4,1.7,2016-08-08,2320,Terra,MODIS,100,6.2,295.2,135.7,N,0
50628,41.9056,-8.4854,312.0,3.3,1.7,2016-08-09,153,Aqua,MODIS,84,6.2,292.4,56.3,N,0
50629,41.0228,-8.15,311.6,3.1,1.7,2016-08-09,153,Aqua,MODIS,83,6.2,292.5,50.2,N,0
50630,41.8246,-8.693999999999999,312.8,3.4,1.7,2016-08-09,153,Aqua,MODIS,31,6.2,292.4,56.4,N,0
50631,41.0754,-8.0043,304.2,3.0,1.6,2016-08-09,153,Aqua,MODIS,14,6.2,291.7,24.4,N,0
50632,41.0471,-8.0114,304.2,3.0,1.6,2016-08-09,153,Aqua,MODIS,47,6.2,291.0,27.0,N,0
50633,41.0359,-8.1094,304.8,3.0,1.7,2016-08-09,153,Aqua,MODIS,40,6.2,290.7,25.2,N,0
50634,41.8491,-8.613,318.5,3.3,1.7,2016-08-09,153,Aqua,MODIS,97,6.2,293.2,84.6,N,0
50635,40.9205,-8.1788,315.8,3.1,1.7,2016-08-09,153,Aqua,MODIS,92,6.2,289.9,70.6,N,0
50636,41.9951,-8.515,302.8,3.3,1.7,2016-08-09,153,Aqua,MODIS,52,6.2,291.0,27.5,N,0
50637,40.0263,-8.2056,314.3,3.0,1.7,2016-08-09,153,Aqua,MODIS,89,6.2,295.2,57.5,N,0
50638,41.0402,-8.1566,304.4,3.1,1.7,2016-08-09,153,Aqua,MODIS,55,6.2,292.1,27.2,N,0
50639,40.9185,-8.1417,314.7,3.0,1.7,2016-08-09,153,Aqua,MODIS,90,6.2,290.6,66.0,N,0
50640,41.038000000000004,-8.1173,308.8,3.0,1.7,2016-08-09,153,Aqua,MODIS,75,6.2,291.6,40.2,N,0
50641,41.8328,-8.5326,308.7,3.3,1.7,2016-08-09,153,Aqua,MODIS,58,6.2,293.8,40.2,N,0
50642,40.6009,-8.3372,328.8,3.1,1.7,2016-08-09,153,Aqua,MODIS,100,6.2,293.3,137.2,N,0
50643,41.7765,-8.666,324.0,3.3,1.7,2016-08-09,153,Aqua,MODIS,70,6.2,296.4,105.3,N,0
50644,41.7825,-8.6725,345.8,3.3,1.7,2016-08-09,153,Aqua,MODIS,100,6.2,297.6,291.2,N,0
50645,41.8403,-8.6948,303.0,3.4,1.7,2016-08-09,153,Aqua,MODIS,12,6.2,291.0,24.2,N,0
50646,40.6015,-8.3423,324.5,3.1,1.7,2016-08-09,153,Aqua,MODIS,100,6.2,293.1,112.2,N,0
50647,40.5865,-8.3458,327.2,3.1,1.7,2016-08-09,153,Aqua,MODIS,100,6.2,292.8,128.8,N,0
50648,40.6167,-8.3427,312.7,3.1,1.7,2016-08-09,153,Aqua,MODIS,85,6.2,291.6,55.1,N,0
50649,41.8825,-8.2955,312.9,3.2,1.7,2016-08-09,153,Aqua,MODIS,60,6.2,294.3,54.3,N,0
50650,40.5859,-8.3413,327.5,3.1,1.7,2016-08-09,153,Aqua,MODIS,100,6.2,292.5,128.0,N,0
50651,41.9652,-8.4393,305.0,3.2,1.7,2016-08-09,153,Aqua,MODIS,63,6.2,291.9,33.0,N,0
50652,41.7997,-8.7045,326.3,3.4,1.7,2016-08-09,153,Aqua,MODIS,100,6.2,294.6,124.4,N,0
50653,41.792,-8.6639,343.0,3.3,1.7,2016-08-09,153,Aqua,MODIS,100,6.2,296.7,261.6,N,0
50654,41.8692,-8.3346,311.5,3.2,1.7,2016-08-09,153,Aqua,MODIS,83,6.2,293.1,52.8,N,0
50655,41.7935,-8.6979,325.9,3.4,1.7,2016-08-09,153,Aqua,MODIS,94,6.2,295.8,122.1,N,0
50656,41.809,-8.6943,320.6,3.4,1.7,2016-08-09,153,Aqua,MODIS,52,6.2,294.0,92.2,N,0
50657,41.7807,-8.6363,318.7,3.3,1.7,2016-08-09,153,Aqua,MODIS,33,6.2,295.9,79.9,N,0
50658,41.9282,-8.3147,309.4,3.2,1.7,2016-08-09,153,Aqua,MODIS,73,6.2,292.6,44.1,N,0
50659,41.8117,-8.6324,319.0,3.3,1.7,2016-08-09,153,Aqua,MODIS,88,6.2,295.2,78.1,N,0
50660,41.7782,-8.7057,320.6,3.4,1.7,2016-08-09,153,Aqua,MODIS,60,6.2,296.5,87.0,N,0
50661,41.8152,-8.7018,311.9,3.4,1.7,2016-08-09,153,Aqua,MODIS,40,6.2,293.2,51.3,N,0
50662,41.7962,-8.6337,335.7,3.3,1.7,2016-08-09,153,Aqua,MODIS,100,6.2,296.9,192.4,N,0
50663,41.8676,-8.3292,310.5,3.2,1.7,2016-08-09,153,Aqua,MODIS,80,6.2,292.9,47.2,N,0
50664,41.8214,-8.6224,318.1,3.3,1.7,2016-08-09,153,Aqua,MODIS,62,6.2,295.3,72.6,N,0
50665,41.7627,-8.7094,326.5,3.4,1.7,2016-08-09,153,Aqua,MODIS,79,6.2,296.9,123.1,N,0
50666,41.8058,-8.6233,318.5,3.3,1.7,2016-08-09,153,Aqua,MODIS,49,6.2,295.9,75.2,N,0
50667,41.8811,-8.2917,310.1,3.2,1.7,2016-08-09,153,Aqua,MODIS,78,6.2,293.6,44.7,N,0
50668,41.8732,-8.4525,318.2,3.2,1.7,2016-08-09,153,Aqua,MODIS,96,6.2,293.1,85.2,N,0
50669,41.8755,-8.4564,316.5,3.2,1.7,2016-08-09,153,Aqua,MODIS,93,6.2,292.7,77.6,N,0
50670,40.6161,-8.3371,311.8,3.1,1.7,2016-08-09,153,Aqua,MODIS,83,6.2,291.6,52.9,N,0
50671,41.9229,-8.5232,309.2,3.3,1.7,2016-08-09,153,Aqua,MODIS,77,6.2,290.9,48.3,N,0
50672,41.898,-8.325,309.0,3.2,1.7,2016-08-09,153,Aqua,MODIS,29,6.2,293.1,39.2,N,0
50673,41.8961,-8.2842,312.5,3.2,1.7,2016-08-09,153,Aqua,MODIS,61,6.2,294.0,52.8,N,0
50674,40.6738,-8.0299,304.7,3.0,1.6,2016-08-09,153,Aqua,MODIS,25,6.2,290.4,26.2,N,0
50675,40.6589,-8.0315,310.0,3.0,1.6,2016-08-09,153,Aqua,MODIS,79,6.2,291.1,44.0,N,0
50676,40.6604,-8.039,310.5,3.0,1.6,2016-08-09,153,Aqua,MODIS,80,6.2,291.0,48.4,N,0
50677,40.6585,-8.0051,303.5,3.0,1.6,2016-08-09,153,Aqua,MODIS,56,6.2,290.1,26.4,N,0
50678,41.92100000000001,-8.4835,322.6,3.3,1.7,2016-08-09,153,Aqua,MODIS,100,6.2,294.1,111.8,N,0
50679,41.7689,-8.7163,323.1,3.4,1.7,2016-08-09,153,Aqua,MODIS,73,6.2,296.5,102.8,N,0
50680,41.7661,-8.4268,308.4,3.2,1.7,2016-08-09,153,Aqua,MODIS,74,6.2,292.3,41.6,N,0
50681,41.7554,-8.4353,306.1,3.2,1.7,2016-08-09,153,Aqua,MODIS,67,6.2,292.2,35.8,N,0
50682,41.7534,-8.7187,318.8,3.4,1.7,2016-08-09,153,Aqua,MODIS,45,6.2,296.7,79.6,N,0
50683,41.8387,-8.658999999999999,314.2,3.3,1.7,2016-08-09,153,Aqua,MODIS,85,6.2,293.8,64.6,N,0
50684,41.0378,-8.1478,310.9,3.1,1.7,2016-08-09,153,Aqua,MODIS,81,6.2,292.4,48.2,N,0
50685,41.7904,-8.6267,333.2,3.3,1.7,2016-08-09,153,Aqua,MODIS,100,6.2,296.6,174.8,N,0
50686,41.7533,-8.392999999999999,303.6,3.2,1.7,2016-08-09,153,Aqua,MODIS,56,6.2,292.1,27.1,N,0
50687,41.0252,-8.1577,311.4,3.1,1.7,2016-08-09,153,Aqua,MODIS,75,6.2,292.6,49.0,N,0
50688,41.8508,-8.6532,305.5,3.3,1.7,2016-08-09,153,Aqua,MODIS,32,6.2,292.8,32.9,N,0
50689,41.8231,-8.661,312.7,3.3,1.7,2016-08-09,153,Aqua,MODIS,42,6.2,294.4,51.5,N,0
50690,41.5611,-8.1868,306.4,3.1,1.7,2016-08-09,153,Aqua,MODIS,44,6.2,292.1,32.4,N,0
50691,41.8846,-8.3343,314.2,3.2,1.7,2016-08-09,153,Aqua,MODIS,72,6.2,293.2,59.6,N,0
50692,41.7844,-8.7123,315.4,3.4,1.7,2016-08-09,153,Aqua,MODIS,36,6.2,295.1,63.2,N,0
50693,41.8829,-8.3296,316.7,3.2,1.7,2016-08-09,153,Aqua,MODIS,94,6.2,293.7,72.9,N,0
50694,41.7749,-8.6287,311.9,3.3,1.7,2016-08-09,153,Aqua,MODIS,11,6.2,294.1,49.4,N,0
50695,40.618,-8.3767,301.9,3.1,1.7,2016-08-09,153,Aqua,MODIS,3,6.2,291.0,21.2,N,0
50696,41.8368,-8.6191,323.4,3.3,1.7,2016-08-09,153,Aqua,MODIS,95,6.2,294.6,106.0,N,0
50697,41.8523,-8.6175,311.0,3.3,1.7,2016-08-09,153,Aqua,MODIS,34,6.2,292.8,50.2,N,0
50698,41.5492,-8.1957,307.6,3.1,1.7,2016-08-09,153,Aqua,MODIS,72,6.2,291.4,40.4,N,0
50699,41.5469,-8.1517,309.3,3.1,1.7,2016-08-09,153,Aqua,MODIS,77,6.2,293.4,46.5,N,0
50700,41.6768,-8.6838,308.6,3.3,1.7,2016-08-09,153,Aqua,MODIS,75,6.2,294.4,47.6,N,0
50701,41.8559,-8.631,307.4,3.9,1.8,2016-08-09,331,Aqua,MODIS,21,6.2,289.6,50.5,N,0
50702,41.873000000000005,-8.4676,314.9,4.0,1.9,2016-08-09,331,Aqua,MODIS,87,6.2,289.8,99.9,N,0
50703,40.9041,-8.1354,319.2,4.5,1.9,2016-08-09,331,Aqua,MODIS,98,6.2,291.8,150.7,N,0
50704,41.8394,-8.5411,311.2,4.0,1.9,2016-08-09,331,Aqua,MODIS,74,6.2,291.5,75.6,N,0
50705,41.8341,-8.5869,315.8,3.9,1.8,2016-08-09,331,Aqua,MODIS,89,6.2,291.4,98.8,N,0
50706,41.7963,-8.6069,319.9,3.9,1.8,2016-08-09,331,Aqua,MODIS,70,6.2,293.2,115.2,N,0
50707,40.9025,-8.1404,314.5,4.5,1.9,2016-08-09,331,Aqua,MODIS,85,6.2,291.6,111.1,N,0
50708,41.8087,-8.652999999999999,313.3,3.9,1.8,2016-08-09,331,Aqua,MODIS,36,6.2,291.9,74.7,N,0
50709,40.6147,-8.3517,308.8,4.4,1.9,2016-08-09,331,Aqua,MODIS,46,6.2,292.4,70.3,N,0
50710,41.7989,-8.6531,311.3,3.9,1.8,2016-08-09,331,Aqua,MODIS,40,6.2,292.2,66.0,N,0
50711,41.9178,-8.5019,311.7,4.0,1.9,2016-08-09,331,Aqua,MODIS,76,6.2,290.5,80.3,N,0
50712,40.6167,-8.347000000000001,309.0,4.4,1.9,2016-08-09,331,Aqua,MODIS,47,6.2,292.6,71.3,N,0
50713,41.8145,-8.6453,314.5,3.9,1.8,2016-08-09,331,Aqua,MODIS,8,6.2,292.0,79.2,N,0
50714,41.8762,-8.4574,317.9,4.0,1.9,2016-08-09,331,Aqua,MODIS,95,6.2,290.0,119.3,N,0
50715,41.8594,-8.4172,308.8,4.0,1.9,2016-08-09,331,Aqua,MODIS,63,6.2,290.5,62.9,N,0
50716,41.1291,-8.1197,305.4,4.4,1.9,2016-08-09,331,Aqua,MODIS,30,6.2,291.9,55.9,N,0
50717,40.5848,-8.3104,305.5,4.5,1.9,2016-08-09,331,Aqua,MODIS,14,6.2,292.3,50.1,N,0
50718,41.9212,-8.4915,312.7,4.0,1.9,2016-08-09,331,Aqua,MODIS,80,6.2,290.8,87.9,N,0
50719,41.769,-8.7283,308.6,3.9,1.8,2016-08-09,331,Aqua,MODIS,32,6.2,292.0,52.6,N,0
50720,41.8686,-8.3183,308.4,4.1,1.9,2016-08-09,331,Aqua,MODIS,40,6.2,290.6,59.8,N,0
50721,40.917,-8.1809,309.0,4.4,1.9,2016-08-09,331,Aqua,MODIS,64,6.2,290.7,76.4,N,0
50722,41.8465,-8.6324,316.2,3.9,1.8,2016-08-09,331,Aqua,MODIS,90,6.2,290.9,102.2,N,0
50723,41.7932,-8.6614,312.9,3.9,1.8,2016-08-09,331,Aqua,MODIS,28,6.2,292.2,72.2,N,0
50724,41.7772,-8.6678,324.1,3.9,1.8,2016-08-09,331,Aqua,MODIS,71,6.2,293.4,141.3,N,0
50725,41.7901,-8.7155,318.4,3.9,1.8,2016-08-09,331,Aqua,MODIS,37,6.2,292.0,98.5,N,0
50726,41.126999999999995,-8.125,305.6,4.4,1.9,2016-08-09,331,Aqua,MODIS,33,6.2,292.1,56.0,N,0
50741,41.7597,-8.7174,334.1,1.2,1.1,2016-08-09,1119,Terra,MODIS,73,6.2,303.7,30.8,D,0
50742,41.896,-8.4825,345.9,1.2,1.1,2016-08-09,1119,Terra,MODIS,92,6.2,304.6,57.1,D,0
50743,40.7247,-7.9882,319.8,1.1,1.1,2016-08-09,1119,Terra,MODIS,48,6.2,306.6,8.9,D,0
50744,41.0296,-8.1156,352.6,1.1,1.1,2016-08-09,1119,Terra,MODIS,96,6.2,307.3,62.6,D,0
50745,40.9206,-8.167,329.4,1.1,1.1,2016-08-09,1119,Terra,MODIS,76,6.2,306.8,21.3,D,0
50746,41.8951,-8.4889,333.5,1.2,1.1,2016-08-09,1119,Terra,MODIS,83,6.2,303.9,34.4,D,0
50747,41.83,-8.5305,337.9,1.2,1.1,2016-08-09,1119,Terra,MODIS,86,6.2,310.1,41.3,D,0
50748,40.9094,-8.1551,364.8,1.1,1.1,2016-08-09,1119,Terra,MODIS,100,6.2,309.5,109.4,D,0
50749,40.9077,-8.1417,335.9,1.1,1.1,2016-08-09,1119,Terra,MODIS,83,6.2,305.8,31.9,D,0
50750,40.8964,-8.1289,375.3,1.1,1.1,2016-08-09,1119,Terra,MODIS,100,6.2,312.1,151.8,D,0
50751,40.887,-8.1309,368.7,1.1,1.1,2016-08-09,1119,Terra,MODIS,100,6.2,304.8,124.2,D,0
50752,40.8853,-8.1176,377.6,1.1,1.1,2016-08-09,1119,Terra,MODIS,100,6.2,303.4,162.5,D,0
50753,41.8002,-8.5456,328.1,1.2,1.1,2016-08-09,1119,Terra,MODIS,76,6.2,302.4,21.8,D,0
50754,41.7971,-8.6051,324.8,1.2,1.1,2016-08-09,1119,Terra,MODIS,70,6.2,305.9,16.7,D,0
50755,41.7921,-8.5621,320.7,1.2,1.1,2016-08-09,1119,Terra,MODIS,59,6.2,301.5,12.5,D,0
50756,41.7987,-8.6191,332.7,1.2,1.1,2016-08-09,1119,Terra,MODIS,75,6.2,306.8,27.7,D,0
50757,41.8184,-8.6157,343.5,1.2,1.1,2016-08-09,1119,Terra,MODIS,87,6.2,306.3,48.7,D,0
50758,41.989,-8.5092,335.3,1.2,1.1,2016-08-09,1119,Terra,MODIS,81,6.2,302.8,37.5,D,0
50759,41.7646,-8.6717,388.8,1.2,1.1,2016-08-09,1119,Terra,MODIS,100,6.2,311.3,243.5,D,0
50760,41.7986,-8.706,339.6,1.2,1.1,2016-08-09,1119,Terra,MODIS,72,6.2,311.5,38.9,D,0
50761,41.8004,-8.7215,348.0,1.2,1.1,2016-08-09,1119,Terra,MODIS,89,6.2,306.8,62.4,D,0
